类型,案例类型,案例编号,状态,主题,指派给,案例设计,交易名称,系统模块,描述,案例执行,测试数据,测试步骤,预期结果,验证日期,测试轮次,专项测试,产品种类,开始日期,计划完成日期,% 完成
测试案例,正例,案例编号339,新建,自营理财,,刘梦月,理财查询,理财业务,查询理财是否划走-柜面交易,,,1.柜面点击理财赎回交易,1.显示已购买过的理财产品,,UAT-2,无,无,,,
测试案例,正例,案例编号340,新建,自营理财,,刘梦月,理财查询,理财业务,查询理财是否划走-STM机,,,1.点击理财业务-我的理财,2.显示已购买过的理财产品,,UAT-2,无,无,,,
测试案例,正例,案例编号341,新建,自营理财,,刘梦月,理财查询,理财业务,查询理财是否划走-手机银行,,,1.登录手机银行-点击我的理财-持仓中,3.显示已购买过的理财产品,,UAT-2,无,无,,,
测试案例,正例,案例编号363,新建,自营理财,,刘梦月,理财查询（二类）,理财外屏,理财（二类卡）购买-柜面查询,,,1、理财到期后查看是否转回,1、成功转回,,UAT-2,限额测试,无,,,
测试案例,反例,案例编号364,新建,自营理财,,刘梦月,理财查询（二类）,理财外屏,理财（二类卡）购买-柜面查询,,,"1、用户登录
2、点击理财购买
3、金额输入9000，提交输入密码","1.自动回显客户信息
2.起始金额不少于10000",,UAT-2,限额测试,无,,,
测试案例,正例,案例编号365,新建,自营理财,,刘梦月,理财查询,理财外屏,理财（存折）购买-STM机具查询,,,"1.进入理财业务-查询类-客户持有份额
2.刷身份证、拍照，点击查询","1.自动回显客户信息
2.购买成功",,UAT-2,无,无,,,
测试案例,正例,案例编号366,新建,自营理财,,刘梦月,理财查询,理财外屏,查询理财是否划走-柜面交易,,,1.柜面点击理财赎回交易,1.显示已购买过的理财产品,,UAT-2,无,无,,,
测试案例,正例,案例编号367,新建,自营理财,,刘梦月,理财查询,理财外屏,查询理财是否划走-STM机,,,1.点击理财业务-我的理财,2.显示已购买过的理财产品,,UAT-2,无,无,,,
测试案例,反例,案例编号368,新建,自营理财,,刘梦月,存折补打,理财外屏,柜面打印存折,,,1.进入存折补登交易-点击补登,1.补登成功,,UAT-2,无,无,,,
测试案例,正例,案例编号369,新建,自营理财,,刘梦月,存折补打,理财外屏,STM机打印存折,,,1.点击存折补登,1.补登成功,,UAT-2,无,无,,,
测试案例,正例,案例编号370,新建,自营理财,,刘梦月,理财赎回,理财外屏,柜面查询,,,1、理财到期日查询是否到账,1、赎回成功,,UAT-2,无,无,,,
测试案例,正例,案例编号371,新建,自营理财,,刘梦月,理财赎回,理财外屏,STM查询,,,1、理财到期日查询是否到账,1、赎回成功,,UAT-2,无,无,,,
测试案例,正例,案例编号372,新建,自营理财,,刘梦月,理财赎回,理财外屏,财富E站通查询,,,1、理财到期日查询是否到账,1、赎回成功,,UAT-2,无,无,,,
测试案例,正例,案例编号419,新建,代销理财,,刘梦月,理财查询,理财外屏,代销理财（存折）购买-柜面查询,,,"1.进入理财业务-查询类-客户持有份额
2.刷身份证、拍照，点击查询","1.自动回显客户信息
2.购买成功",,UAT-2,无,无,,,
测试案例,正例,案例编号420,新建,代销理财,,刘梦月,理财查询,理财外屏,代销理财（存折）购买-STM机具查询,,,"1.进入理财业务-查询类-客户持有份额
2.刷身份证、拍照，点击查询","1.自动回显客户信息
2.购买成功",,UAT-2,无,无,,,
测试案例,正例,案例编号421,新建,封闭净值-理财签约,,刘梦月,封闭型理财签约,理财外屏,理财签约,,,1、读取身份证和卡并进行核实2、进入我的，理财签约,签约成功,,UAT-2,无,无,,,
测试案例,正例,案例编号457,新建,天天净值-理财签约,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,"1、用户登录、进入首页
2、点击代销理财","1、我的视图
2、显示理财所有理财明细",,UAT-2,无,无,,,
测试案例,正例,案例编号458,新建,天天净值-未发售，产品销售时间验证,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,1、点击购买代销鸿鼎财富-天天开放净值型,1、显示产品详情,,UAT-2,无,无,,,
测试案例,正例,案例编号459,新建,天天净值-认购期，理财购买界面检查,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,"1、点击立即购买
2、点击我已知晓","1、弹出重要提示
2、提示风险测评提示",,UAT-2,无,无,,,
测试案例,正例,案例编号460,新建,天天净值-认购期，客户风险等级与产品等级匹配验证,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,"1、风险测评提示显示
2、点击下一步
3、点击立即购买
3、点击确定","1、显示产品详情，收益率、首次认购金额、风险等级等信息
2、双录提示
3、进入双录",,UAT-2,无,无,,,
测试案例,正例,案例编号461,新建,天天净值-认购期，理财购买协议阅读验证,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,"1、双录后点击同意
2、点击下一步","1、确认交易卡
2、弹出填写购买信息",,UAT-2,无,无,,,
测试案例,正例,案例编号462,新建,天天净值-认购期，代销理财账户开户查询,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,"1、 填写购买信息、输入金额
2、点击我已阅读并承担投资风险",进入双录,,UAT-2,无,无,,,
测试案例,反例,案例编号463,新建,天天净值-认购期，产品购买金额验证,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,"1、 填写购买信息、输入金额
2、未点击点击我已阅读并承担投资风险",无法购买,,UAT-2,无,无,,,
测试案例,反例,案例编号464,新建,天天净值-认购期，产品购买金额验证,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,1、读取身份证和卡并进行核实2、打开代销理财，点击理财产品进行购买，购买金额为0,购买失败,,UAT-2,无,无,,,
测试案例,反例,案例编号465,新建,天天净值-认购期，产品购买金额验证,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,1、读取身份证和卡并进行核实2、打开代销理财，点击理财产品进行购买，购买金额超过产品发售金额,购买失败,,UAT-2,无,无,,,
测试案例,反例,案例编号466,新建,天天净值-认购期，产品购买金额验证,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,1、读取身份证和卡并进行核实2、打开代销理财，点击理财产品进行购买，购买金额低于首次认购起点金额,购买失败,,UAT-2,无,无,,,
测试案例,正例,案例编号467,新建,天天净值-认购期，产品购买金额验证,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,1、读取身份证和卡并进行核实2、打开代销理财，点击理财产品进行购买，购买金额等于首次认购起点金额,购买成功,,UAT-2,无,无,,,
测试案例,反例,案例编号468,新建,天天净值-认购期，产品购买金额验证,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,1、读取身份证和卡并进行核实2、打开代销理财，点击理财产品进行购买，购买金额不是递增金额倍数,购买失败,,UAT-2,无,无,,,
测试案例,反例,案例编号469,新建,天天净值-认购期，产品购买金额验证,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,1、读取身份证和卡并进行核实2、打开代销理财，点击理财产品进行购买，购买金额低于追加认购起点金额,购买失败,,UAT-2,无,无,,,
测试案例,正例,案例编号470,新建,天天净值-认购期，产品购买金额验证,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,1、读取身份证和卡并进行核实2、打开代销理财，点击理财产品进行购买，购买金额等于追加认购起点金额,购买成功,,UAT-2,无,无,,,
测试案例,正例,案例编号471,新建,天天净值-认购期，节假日验证,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,1、读取身份证和卡并进行核实2、打开代销理财，点击理财产品进行购买,购买成功，不受节假日影响,,UAT-2,无,无,,,
测试案例,反例,案例编号479,新建,天天净值-认购期，理财解约,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,1、客户存在未确认的理财份额2、柜面71503理财解约,解约失败,,UAT-2,无,无,,,
测试案例,反例,案例编号480,新建,天天净值-认购期，理财解约,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,1、客户A账户存在理财份额，B卡不存在理财份额，柜面对B卡进行解约,解约失败,,UAT-2,无,无,,,
测试案例,反例,案例编号481,新建,天天净值-认购期结束当日，产品销售时间验证-认购期结束当天17:01,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,1、读取身份证和卡并进行核实2、进入“我的理财—交易明细”，找到产品点击“撤单”,查询不到信息,,UAT-2,无,无,,,
测试案例,反例,案例编号482,新建,天天净值-认购期结束当日，产品销售时间验证-认购期结束当天17:01,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,1、读取身份证和卡并进行核实2、打开代销理财，点击理财产品进行购买,查询不到信息,,UAT-2,无,无,,,
测试案例,正例,案例编号483,新建,天天净值-认购期结束当日，账务查看,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,1、柜面20704对账单，查看客户账和归集户,客户账扣款，归集户入账,,UAT-2,无,无,,,
测试案例,正例,案例编号484,新建,天天净值-认购期结束当日，账务查看,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,1.读取身份证和卡并进行核实2.进入“我的理财—持仓产品”,客户持有份额生成,,UAT-2,无,无,,,
测试案例,反例,案例编号485,新建,天天净值-认购结束日次日，产品销售时间验证-认购期结束次日8：59,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,1、读取身份证和卡并进行核实2、进入“我的理财—交易明细”，找到产品点击“撤单”,查询不到信息,,UAT-2,无,无,,,
测试案例,反例,案例编号486,新建,天天净值-认购结束日次日，产品销售时间验证-认购期结束次日8：59,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,1、读取身份证和卡并进行核实2、打开代销理财，点击理财产品进行购买,查询不到信息,,UAT-2,无,无,,,
测试案例,正例,案例编号487,新建,天天净值-认购结束日次日，产品销售时间验证-认购期结束次日9：00,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,1、读取身份证和卡并进行核实2、打开代销理财，点击理财产品进行购买,购买成功,,UAT-2,无,无,,,
测试案例,反例,案例编号488,新建,天天净值-开放期，产品购买金额验证-首次申购起点金额,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,1、读取身份证和卡并进行核实2、打开代销理财，点击理财产品进行购买，购买金额低于首次申购起点金额,购买失败,,UAT-2,无,无,,,
测试案例,正例,案例编号489,新建,天天净值-开放期，产品购买金额验证-首次申购起点金额,,刘梦月,代销鸿鼎财富-天台你开放净值型,理财外屏,"1、用户身份证、银行卡
",,,1、读取身份证和卡并进行核实2、打开代销理财，点击理财产品进行购买，购买金额等于首次申购起点金额,购买成功,,UAT-2,无,无,,,
