软件包名,版本,危害,后门类型,语言,IOC,MD5,财富E站通,智能网点,,,,,,,
package_test23,1.0.1,敏感信息泄露,敏感信息收集,nodejs,["8w5atj1gew18stf40d0fu49rjip8dx.oastify.com"],393dc1c7c66c03786706953da16c13f2,,,,,,,,,
package_test23,1.0.2,敏感信息泄露,敏感信息收集,nodejs,["8w5atj1gew18stf40d0fu49rjip8dx.oastify.com"],031837d5a8e62287a9946078d6d64dab,,,,,,,,,
package_test23,1.0.3,敏感信息泄露,敏感信息收集,nodejs,["8w5atj1gew18stf40d0fu49rjip8dx.oastify.com"],e5195dfd637a43f67e5c7ee85c8861a1,,,,,,,,,
package_test23,1.0.5,敏感信息泄露,敏感信息收集,nodejs,["6ah87hfesuf66rt2ebed82npxg39ry.oastify.com"],703db5fc64f22d465cda170421bd77a2,,,,,,,,,
package-inherit,0.1.0,敏感信息泄露,敏感信息收集,nodejs,["7jrionfhff8726cea21zpvempdv4jt.burpcollaborator.net"],fc5334be2e0f791a0b6602a7199ab538,,,,,,,,,
packmet,1.0.1,敏感信息泄露,敏感信息收集,nodejs,["1gi9t5ksh6uu408jr8xswl1yopufi4.burpcollaborator.net"],e2319e648f098b5350d3b12287c98865,,,,,,,,,
packwerk-vscode,2.0.4,低危信息泄露,投毒试验,nodejs,[""],12adb3fd3085bc52e37fafd618a8a02a,,,,,,,,,
pagseguro-utils,4.2.3,敏感信息泄露,敏感信息收集,nodejs,["c8hn9d52vtc00003fb0ggrehpzoyyyyye.interact.sh"],076bd8602b7772809b2522f60a66930f,,,,,,,,,
pagseguro-utils,4.2.4,敏感信息泄露,敏感信息收集,nodejs,["c8hn9d52vtc00003fb0ggrehpzoyyyyye.interact.sh"],9d64ac6882a6d33aa8fd7604d8c8a7a3,,,,,,,,,
pagseguro-utils,4.2.5,敏感信息泄露,敏感信息收集,nodejs,["8hn9d52vtc00003fb0ggrehpzoyyyyye.interact.sh"],485bdc7d5d935d46b75a49f85cd81f18,,,,,,,,,
pancakeswap-v2-subgraph,9.9.9,敏感信息泄露,敏感信息收集,nodejs,["eoqhng8l21fh6sr.m.pipedream.net"],72b8d52f1b421df1fa406ccd6337c1c1,,,,,,,,,
patrick-test2,1.0.1,敏感信息泄露,敏感信息收集,nodejs,["35.192.198.159"],74069b934c0aaf5d7ed2832c618b2925,,,,,,,,,
patrick-test2,1.0.7,敏感信息泄露,敏感信息收集,nodejs,["35.192.198.159"],c45cc6f78e76d09170d84d22167db72b,,,,,,,,,
patrick-test2,1.0.10,敏感信息泄露,敏感信息收集,nodejs,["35.192.198.159"],49b4ef54336a152a46c9d4426a388117,,,,,,,,,
patrick-test2,1.0.8,敏感信息泄露,敏感信息收集,nodejs,["35.192.198.159"],c8e442314494da9ff5a6030507cbbcc0,,,,,,,,,
patrick-test2,1.0.2,敏感信息泄露,敏感信息收集,nodejs,["35.192.198.159"],14124116376b48b62c8f2030aac6855d,,,,,,,,,
patrick-test2,1.0.9,敏感信息泄露,敏感信息收集,nodejs,["35.192.198.159"],3ed0d6afd680c2ac8e4ed14dc48098ba,,,,,,,,,
patrick-test2,1.0.11,敏感信息泄露,敏感信息收集,nodejs,["35.192.198.159"],78792db82a7d271fad7975dd5b5a9239,,,,,,,,,
patrick-test2,1.0.12,敏感信息泄露,敏感信息收集,nodejs,["35.192.198.159"],f77f3b40fbfc398544b0c17a2a6d9efe,,,,,,,,,
patrick-test2,1.0.13,敏感信息泄露,敏感信息收集,nodejs,["35.192.198.159"],e1857251204a3a774aed05bd08f732c9,,,,,,,,,
peekatchuysharmlesspackage,1.0.2,低危信息泄露,投毒试验,nodejs,[],3ad75eb4e457c4588161af48dc6f846b,,,,,,,,,
peekatchuysharmlesspackage,1.0.3,低危信息泄露,投毒试验,nodejs,[],2f7717ff2f9395972ff8ce4bbbd2204c,,,,,,,,,
peekatchuysharmlesspackage,1.0.1,低危信息泄露,投毒试验,nodejs,[],8065624add593f52d2a115cc3b1b2e32,,,,,,,,,
peekatchuysharmlesspackage,1.0.15,低危信息泄露,投毒试验,nodejs,[],0a4c9e46edf7e121610e14606287f50e,,,,,,,,,
peekatchuysharmlesspackage,1.0.18,低危信息泄露,投毒试验,nodejs,[],53a389c6299c8da5c5ad96136cfc39f6,,,,,,,,,
peekatchuysharmlesspackage,1.0.17,低危信息泄露,投毒试验,nodejs,[],06091cad56ea554616d3f7e615c3dee7,,,,,,,,,
peekatchuysharmlesspackage,1.0.16,低危信息泄露,投毒试验,nodejs,[],8de719a03415fe8233e1a8b8cfd36802,,,,,,,,,
pegleg_heart,0.0.1,敏感信息泄露,敏感信息收集,nodejs,["stripe.click"],8560cb679cc8a5aa7d87496409b760c8,,,,,,,,,
pegleg_heart,0.0.7,敏感信息泄露,敏感信息收集,nodejs,["54.87.161.195"],0567fadacbfe2c88ae8ebcf55dde2ff2,,,,,,,,,
pegleg_heart,0.0.8,敏感信息泄露,敏感信息收集,nodejs,["54.87.161.195"],a21fc3554967e5eb421c8808b95db4fe,,,,,,,,,
pegleg_heart,0.0.9,敏感信息泄露,敏感信息收集,nodejs,["54.87.161.195"],67ed2d331400bd5015767cc19c29fee3,,,,,,,,,
pegleg_heart,0.0.10,敏感信息泄露,敏感信息收集,nodejs,["54.87.161.195"],d427d88a8204dba94180c5edd90d718f,,,,,,,,,
pegleg_heart,0.0.11,敏感信息泄露,敏感信息收集,nodejs,["54.87.161.195"],4310250de7cd65739577a7d2f734862f,,,,,,,,,
pegleg_heart,0.0.12,敏感信息泄露,敏感信息收集,nodejs,["stripe.click"],632b5c556cb65b53469977c3357b878e,,,,,,,,,
percy-web,100.0.2,敏感信息泄露,敏感信息收集,nodejs,["a.heliohost.us"],c7264a705cc560e966bb9ad2c764300e,,,,,,,,,
perf-benchmarks,2.14.2,敏感信息泄露,敏感信息收集,nodejs,["ltipq54f6466pilx8l01s6hq6hc70w.oastify.com"],da210d6854d12912b54f8b2b863199e3,,,,,,,,,
perfetto-ui,12.0.0,敏感信息泄露,敏感信息收集,nodejs,["ca3t8sfhfrminvhae690n434uz9m3pr43.oast.online"],c760946f624d5da9275c61601c029421,,,,,,,,,
personal-info,11.0.0,敏感信息泄露,敏感信息收集,nodejs,["lb09yfwx0rwnkk5fnoh26u6gd7jy7n.burpcollaborator.net"],2d292661877a2a74d09c00c2a68ed8f1,,,,,,,,,
pingan-js-sdk,5.1.3,敏感信息泄露,敏感信息收集,nodejs,["pingan-js-sdk.3.dns.evening.pub"],9a92405d9ef6c56eb7b40bebb49490ec,,,,,,,,,
pingan-js-sdk,20.1.3,敏感信息泄露,敏感信息收集,nodejs,["pingan-js-sdk.3.dns.evening.pub"],ecf9240c3f495080f20408a34a57dc30,,,,,,,,,
pipeline-npm-artifactory,999.9.9,敏感信息泄露,敏感信息收集,nodejs,["cazfd742vtc0000r16zggfxzsuhyyyyyb.interact.sh"],21e4b0661d3b468b3b6ed85be666df30,,,,,,,,,
pitstop_meliuz,1.9.999,低危信息泄露,投毒试验,nodejs,[],c79678eb9ef791af1346c45ee57daccf,,,,,,,,,
pixel-server-gateway,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["eor5kic539hw4fq.m.pipedream.net"],e91f8107a0d23421d61e9c6bcfbbc81e,,,,,,,,,
pix-xui,2.50.9,主机失陷,命令执行,nodejs,["101.201.108.144"],5547cd227d8532463dba3d2e98fc2559,,,,,,,,,
pix-xui,2.51.0,主机失陷,命令执行,nodejs,["101.201.108.144"],cf66b71050e7a0a39a87d4e918acc41c,,,,,,,,,
pix-xui,2.51.1,主机失陷,命令执行,nodejs,["101.201.108.144"],91b4d23ccd2dc6ab9ae6130aa2078207,,,,,,,,,
pix-xui,2.51.2,主机失陷,命令执行,nodejs,["101.201.108.144"],f3822cc7d19522683029b8bc884d2c11,,,,,,,,,
plugin-gd-page-builder-react,100.100.100,敏感信息泄露,敏感信息收集,nodejs,["c7s3p602vtc0000ds7r0gdht5deyyyyyb.interact.sh"],5526e3ba112492ee00f75626242cc5a6,,,,,,,,,
plugin-gd-page-builder-react,100.100.101,敏感信息泄露,敏感信息收集,nodejs,["c7s3p602vtc0000ds7r0gdht5deyyyyyb.interact.sh"],6dd259cf3ab187f81bc61b514f83a3ac,,,,,,,,,
pod-api-client,3.0.2,敏感信息泄露,敏感信息收集,nodejs,[""],9b2c7727184d30862fbc83949a9ff3e0,,,,,,,,,
pod-publishing-test,2.0.0,敏感信息泄露,敏感信息收集,nodejs,["eozxunspshdnnhg.m.pipedream.net"],128fd7eceb6dcc70a9ecadd34fe239c7,,,,,,,,,
pod-smartphone-api,3.0.1,敏感信息泄露,敏感信息收集,nodejs,["https://eooa9m53ve0ns9b.m.pipedream.net"],ef916f44fb87935ea5f597140080432d,,,,,,,,,
pod-smartphone-api,3.0.6,敏感信息泄露,敏感信息收集,nodejs,["burpcollaborator.net"],912de1d10a48413e3d997678763a1bcb,,,,,,,,,
powerapps-grid-base,26.0.1,敏感信息泄露,敏感信息收集,nodejs,["5djb0idujj5jk2on5tqacu57qywqkf.burpcollaborator.net"],841972337ed181d75e9aaca173b96887,,,,,,,,,
powerapps-grid-base,26.0.2,敏感信息泄露,敏感信息收集,nodejs,["5djb0idujj5jk2on5tqacu57qywqkf.burpcollaborator.net"],a8e489e57d4827f4be4fc0d2e681f06d,,,,,,,,,
powerapps-grid-base,26.0.3,敏感信息泄露,敏感信息收集,nodejs,["aiwg5nizooaop7tsayvfhzacv31ypn.burpcollaborator.net"],46fe69173eb9404342c5c5994c0f1ac3,,,,,,,,,
powerapps-grid-base,26.0.4,敏感信息泄露,敏感信息收集,nodejs,["aiwg5nizooaop7tsayvfhzacv31ypn.burpcollaborator.net"],d4a0bf5350dca787040f7c775868b7fe,,,,,,,,,
powerapps-grid-base,26.0.5,敏感信息泄露,敏感信息收集,nodejs,["nlct80lcr1d1skw5dbyskcdpyg47xvm.burpcollaborator.net"],d674fdb0fa619d112c3a5340370287ee,,,,,,,,,
powerapps-grid-base,26.0.6,敏感信息泄露,敏感信息收集,nodejs,["nlct80lcr1d1skw5dbyskcdpyg47xvm.burpcollaborator.net"],a013da64e97dcb8a61c739f716a2a24f,,,,,,,,,
powerapps-grid-base,26.0.7,敏感信息泄露,敏感信息收集,nodejs,["nlct80lcr1d1skw5dbyskcdpyg47xvm.burpcollaborator.net"],ec9a50e2d0c5091e0fb032f2c4a53c9f,,,,,,,,,
powerapps-grid-base,26.0.8,敏感信息泄露,敏感信息收集,nodejs,["nlct80lcr1d1skw5dbyskcdpyg47xvm.burpcollaborator.net"],0272e89ab5e6d57b4a1b38480b88fdb7,,,,,,,,,
powerapps-grid-base,26.0.9,敏感信息泄露,敏感信息收集,nodejs,["nlct80lcr1d1skw5dbyskcdpyg47xvm.burpcollaborator.net"],3aa9e8e368c64f3f8751a2c506c62b48,,,,,,,,,
powerschool-design-system,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["canarytokens.com"],eab0b343e89b4d5b828df4d5ab6b7810,,,,,,,,,
pratikyadavpack,1.0.9,敏感信息泄露,敏感信息收集,nodejs,["a18de7ca98ed1dcacb909d2d5d156572.m.pipedream.net"],7dcbb334fb5d40be7500ff7bff5d466a,,,,,,,,,
precise-date,16.0.0,敏感信息泄露,敏感信息收集,nodejs,["86cl2zbnioordcwj2hdjkmpvfmlc91.oastify.com"],1f578102a5357b203717586bf8d09f03,,,,,,,,,
private-dependency-paypal,9.9.9,主机失陷,命令执行,nodejs,[""],1808786ad73fc13e075350d465e1c886,,,,,,,,,
private-package-google,9.9.9,主机失陷,命令执行,nodejs,[""],cdb94a82238f64bbae58ee0d108036a2,,,,,,,,,
private-package-paypal,9.9.9,主机失陷,命令执行,nodejs,[""],c0fc95fa7f98263bfdb23361b139d0a1,,,,,,,,,
private-package-tesla,2.3.5,主机失陷,命令执行,nodejs,[""],880152bbb44c40207f2871461fbdcf3e,,,,,,,,,
privmxlib_node_addons,1.0.24,主机失陷,命令执行,nodejs,["dev.privmx.com"],5bc55f463d9424896b4c2a6ef74c9c2a,,,,,,,,,
pseudo-loc-for-signin-widget,2.0.4,低危信息泄露,投毒试验,nodejs,[""],e6c73d66f423a7f1ae4af163aa9da470,,,,,,,,,
pstagger,99.0.0,敏感信息泄露,敏感信息收集,nodejs,["shrouded-ravine-99137.herokuapp.com"],64c1d8e02b8cd45694f082fd98707ebd,,,,,,,,,
pstagger,99.0.1,敏感信息泄露,敏感信息收集,nodejs,["shrouded-ravine-99137.herokuapp.com"],03017bdc186dbc085da657c7f26627d4,,,,,,,,,
pstagger,99.0.3,敏感信息泄露,敏感信息收集,nodejs,["shrouded-ravine-99137.herokuapp.com"],1c2f11b9a2472d35e34776f7473519fa,,,,,,,,,
purple_team_midway_3,100.0.0,敏感信息泄露,敏感信息收集,nodejs,["4fkqvhto528lzbq8z76gtnew3n9ex3.oastify.com"],b2bc95af890a5aa662c46ac8f7ddbed2,,,,,,,,,
purple_team_midway_3,3.0.2,敏感信息泄露,敏感信息收集,nodejs,["4fkqvhto528lzbq8z76gtnew3n9ex3.oastify.com"],81ee81f2e8217a1082416fbbdb08edef,,,,,,,,,
push-package-action,1.1.1,敏感信息泄露,敏感信息收集,nodejs,["eo73ol0yni23yh0.m.pipedream.net"],50e4f2405d0ea845d696ecfc4070e7b7,,,,,,,,,
qjwt,1.0.1,敏感信息泄露,敏感信息收集,nodejs,[""],7b88783af922ddc5149ca396ec322662,,,,,,,,,
qjwt,1.0.2,敏感信息泄露,敏感信息收集,nodejs,[""],3edcdd75060fe736c8bdd84289254bb8,,,,,,,,,
qjwt,1.0.3,敏感信息泄露,敏感信息收集,nodejs,["http://canarytokens.com/articles/3wmffpycd6oelqrv8yh71oacm/index.html"],e62a36e80a5a432a9077a1df170f489c,,,,,,,,,
qq-qrcode-login,9.1.3,敏感信息泄露,敏感信息收集,nodejs,["qq-qrcode-login.3.dns.evening.pub"],56399ebd794b9bc4672be218b93a12b8,,,,,,,,,
qq-web-login,9.1.3,敏感信息泄露,敏感信息收集,nodejs,["qq-web-login.3.dns.evening.pub"],5639f4032a244c058ab08bfc90c06936,,,,,,,,,
react-bank-api,999.9.9,敏感信息泄露,敏感信息收集,nodejs,["cazfd742vtc0000r16zggfxzsuhyyyyyb.interact.sh"],c777ed691e76bbf0824e9d336ae203ac,,,,,,,,,
react-effect-apollo,20.0.0,敏感信息泄露,敏感信息收集,nodejs,["86cl2zbnioordcwj2hdjkmpvfmlc91.oastify.com"],64a7e25c126f4a3e45b84e0f107bfca0,,,,,,,,,
reactnativeexampleapp,0.0.2,敏感信息泄露,敏感信息收集,nodejs,["enjc8we2d8bt6r2.m.pipedream.net"],a99d23ecf51de334f3384aa50b306039,,,,,,,,,
react-nesting-example-modern,1.1.2,敏感信息泄露,敏感信息收集,nodejs,["pwn.dhynzksmrsnm85j1gd6vfe4rbiha5z.burpcollaborator.net"],07097de352356ad79816620e691acd35,,,,,,,,,
react-shopify-app-route-propagator,20.0.0,敏感信息泄露,敏感信息收集,nodejs,["86cl2zbnioordcwj2hdjkmpvfmlc91.oastify.com"],82404565503720052d1397f97dc2c804,,,,,,,,,
react-table-types,99.0.0,敏感信息泄露,敏感信息收集,nodejs,["caae7564jltjkuuot2pgfzikgcf9ywoqk.epicteam.fun"],d4efbd3e09a31f7b8f4b94c4921c8783,,,,,,,,,
react-table-v7,99.0.0,敏感信息泄露,敏感信息收集,nodejs,["caae7564jltjkuuot2pgfzikgcf9ywoqk.epicteam.fun"],ad9e571292541adfa86d917553c03ce4,,,,,,,,,
recaptcha-enterprise,16.0.0,敏感信息泄露,敏感信息收集,nodejs,["86cl2zbnioordcwj2hdjkmpvfmlc91.oastify.com"],5513fdf8df6785d3e58ee124295b75e7,,,,,,,,,
redis-v3,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["161.35.54.109"],fba6b711bc11f881c2ec34408eb60452,,,,,,,,,
redox-phone-support,1.0.1,敏感信息泄露,敏感信息收集,nodejs,["eovuu4qi779srl.m.pipedream.net"],04b1af4cd3a7e464366c9755d0f228dc,,,,,,,,,
releasebuildr,0.10.4,敏感信息泄露,敏感信息收集,nodejs,["81.7.17.70"],65712e17b42669ead79e6aae4161af0c,,,,,,,,,
repository-audit,1.0.0,敏感信息泄露,敏感信息收集,nodejs,[],b3d881b495bbec8e1def9b635927c44b,,,,,,,,,
request-slack-invite,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["eoto5wif1yujsco.m.pipedream.net"],38c98cc158140f9358ddb5ff6fdcb9af,,,,,,,,,
retrofit2,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["161.35.54.109"],cef6603a78e80506ba98f838343f312e,,,,,,,,,
rhynocallbackpackage,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["callback.rhynorater.com"],a59c88bf48715b3a784a667a3b0f5f0a,,,,,,,,,
rhynocallbackpackage,1.0.1,敏感信息泄露,敏感信息收集,nodejs,["callback.rhynorater.com"],63cf4f0c55f90c7efbc677436fcb4825,,,,,,,,,
rhynocallbackpackage,1.0.3,敏感信息泄露,敏感信息收集,nodejs,["ykmen36ci165lbreuynbj6yj8ae12q.oastify.com"],7567c14261bc46697f6ac5d4bd7ab26a,,,,,,,,,
rhynocallbackpackage,1.0.4,主机失陷,命令执行,nodejs,["rhynorater.com"],8c8b89ad688362c534917fbade5da0c4,,,,,,,,,
rhynocallbackpackage,1.0.5,主机失陷,命令执行,nodejs,["rhynorater.com"],8884468cbee9550619a62e5d0bd6b675,,,,,,,,,
rhynocallbackpackage,1.0.6,敏感信息泄露,敏感信息收集,nodejs,["poc.rhynorater.com"],05ddb785b697c71d87f1931992fadd3a,,,,,,,,,
rif-marketplace-engine,99.99.99,敏感信息泄露,敏感信息收集,nodejs,["shrouded-ravine-99137.herokuapp.com"],329c32518d81180390463c0eb7de7047,,,,,,,,,
rif-marketplace-engine,99.99.0,敏感信息泄露,敏感信息收集,nodejs,["shrouded-ravine-99137.herokuapp.com"],8b89c2cfa5725dd5de228046e5066207,,,,,,,,,
rif-marketplace-engine-sdk,99.99.99,敏感信息泄露,敏感信息收集,nodejs,["shrouded-ravine-99137.herokuapp.com"],afeefb04c68efdf3143ff0fcc52c4b97,,,,,,,,,
route-sonar,2.0.0,敏感信息泄露,敏感信息收集,nodejs,["cbb6k7w2vtc0000661dggfiujuhyyyyyb.interact.sh"],0962177e8e666d56879bcd2733d7708c,,,,,,,,,
roverzinbrabo,0.0.1,低危信息泄露,投毒试验,nodejs,[""],b337696aa62804be1a74d67896a443a2,,,,,,,,,
rust-docs,9.7.6,敏感信息泄露,敏感信息收集,nodejs,["65e4-156-205-162-99.eu.ngrok.io"],2e5f445839f628ac1291be28b119886b,,,,,,,,,
rust-functions,9.7.8,敏感信息泄露,敏感信息收集,nodejs,["65e4-156-205-162-99.eu.ngrok.io"],c4b16a3f342d9890051b4ff1ebe7809c,,,,,,,,,
rust-license-check,1.2.0,敏感信息泄露,敏感信息收集,nodejs,["eoto5wif1yujsco.m.pipedream.net"],8441b111f58d8a2069161a01cfc981f6,,,,,,,,,
s3-state-action,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["eoni0xoziaht5wc.m.pipedream.net"],8d3feae7a1617e0476a7e427e9cd01f8,,,,,,,,,
scratch-resources,99.9.9,敏感信息泄露,敏感信息收集,nodejs,["65e4-156-205-162-99.eu.ngrok.io"],0d038f171b77f4390804588b946267e8,,,,,,,,,
scratch-www,99.9.9,敏感信息泄露,敏感信息收集,nodejs,["65e4-156-205-162-99.eu.ngrok.io"],84824fe4fb01059e0afcefc992d7f91e,,,,,,,,,
seatalk-bot,3.1.2,敏感信息泄露,敏感信息收集,nodejs,["npm.yonghao.dastadmin.space"],16994d07ba6a6e8e0801454faf76d798,,,,,,,,,
seatalk-bot,4.1.2,敏感信息泄露,敏感信息收集,nodejs,["npm.yonghao.dastadmin.space"],c8ebec0d2d1b6e9f102f54f7d6bbd05f,,,,,,,,,
seatalk-bot,5.1.2,敏感信息泄露,敏感信息收集,nodejs,["3.dns.evening.pub"],fce6181c0675f5169b66bf59a062cac0,,,,,,,,,
seatalk-bot,5.1.3,敏感信息泄露,敏感信息收集,nodejs,["seatalk-bot.3.dns.evening.pub"],7125eaa233ac46e5e99d8a28aff3728e,,,,,,,,,
seatalk-call,3.1.2,敏感信息泄露,敏感信息收集,nodejs,["npm.yonghao.dastadmin.space"],2cf074fa6ad391616b364b4f4c9ffd57,,,,,,,,,
seatalk-call,4.1.2,敏感信息泄露,敏感信息收集,nodejs,["npm.yonghao.dastadmin.space"],e47791042fa715ee04235265ec78de8c,,,,,,,,,
seatalk-call,5.1.2,敏感信息泄露,敏感信息收集,nodejs,["3.dns.evening.pub"],5cda3553bde78e621d60a4ef45828bf9,,,,,,,,,
seatalk-call,5.1.3,敏感信息泄露,敏感信息收集,nodejs,["seatalk-call.3.dns.evening.pub"],2aadb226beb78a07b5f7766987c9137a,,,,,,,,,
seatalk-components,3.1.2,敏感信息泄露,敏感信息收集,nodejs,["npm.yonghao.dastadmin.space"],e53ff9e6f76b964accaad9e07fc191ea,,,,,,,,,
seatalk-components,4.1.2,敏感信息泄露,敏感信息收集,nodejs,["npm.yonghao.dastadmin.space"],9ce3f4a5f6d5e503b6d43202e0728db2,,,,,,,,,
seatalk-components,5.1.2,敏感信息泄露,敏感信息收集,nodejs,["3.dns.evening.pub"],e8d4a7d77ae206c30d268cbdabc0e77c,,,,,,,,,
seatalk-components,5.1.3,敏感信息泄露,敏感信息收集,nodejs,["seatalk-components.3.dns.evening.pub"],2bfc30e1a5280acd2a6e946ce8d9a4de,,,,,,,,,
seatalk-js-sdk,1.1.2,敏感信息泄露,敏感信息收集,nodejs,["npm.yonghao.dastadmin.space"],a98e1737a9f41528e67011152de0804e,,,,,,,,,
seatalk-js-sdk,3.1.2,敏感信息泄露,敏感信息收集,nodejs,["npm.yonghao.dastadmin.space"],16a34efdccd13fcfa2015b034b193401,,,,,,,,,
seatalk-js-sdk,4.1.2,敏感信息泄露,敏感信息收集,nodejs,["npm.yonghao.dastadmin.space"],cb34245efeff9a2ae5d2dab836cb4ae1,,,,,,,,,
seatalk-js-sdk,5.1.2,敏感信息泄露,敏感信息收集,nodejs,["3.dns.evening.pub"],ee65b9126695d2d4f49e8a959535d568,,,,,,,,,
seatalk-js-sdk,5.1.3,敏感信息泄露,敏感信息收集,nodejs,["seatalk-js-sdk.3.dns.evening.pub"],1c18bf9a65c43b65c719d1de66ea2c66,,,,,,,,,
seatalk-protocal,4.1.2,敏感信息泄露,敏感信息收集,nodejs,["npm.yonghao.dastadmin.space"],02f10f5f98ce78ab71f2e98152ac85fc,,,,,,,,,
seatalk-protocol,3.1.2,敏感信息泄露,敏感信息收集,nodejs,["npm.yonghao.dastadmin.space"],21ddeee030a020e5dd75da837acf382a,,,,,,,,,
seatalk-protocol,5.1.2,敏感信息泄露,敏感信息收集,nodejs,["3.dns.evening.pub"],8c8ba8f7ce33849a6a95b04cc7df0e19,,,,,,,,,
seatalk-protocol,5.1.3,敏感信息泄露,敏感信息收集,nodejs,["seatalk-protocol.3.dns.evening.pub"],33412ef9c77150a4c5dde6143cd62fba,,,,,,,,,
seatalk-qrcode-login,5.1.3,敏感信息泄露,敏感信息收集,nodejs,["seatalk-qrcode-login.3.dns.evening.pub"],34f027daf8e17ba23595d34e7d0736d7,,,,,,,,,
seatalk-web-login,3.1.2,敏感信息泄露,敏感信息收集,nodejs,["npm.yonghao.dastadmin.space"],d502b0d8c12848cb42ff3f875406b732,,,,,,,,,
seatalk-web-login,4.1.2,敏感信息泄露,敏感信息收集,nodejs,["npm.yonghao.dastadmin.space"],aa368bddee77a1b27d923360fb8b666b,,,,,,,,,
seatalk-web-login,5.1.2,敏感信息泄露,敏感信息收集,nodejs,["3.dns.evening.pub"],c68cc7ef4b898233800df531f8bb50cb,,,,,,,,,
seatalk-web-login,5.1.3,敏感信息泄露,敏感信息收集,nodejs,["seatalk-web-login.3.dns.evening.pub"],c4fbc2401a04e8aed12d6d09eaa8e801,,,,,,,,,
securisecidonothing,1.0.2,敏感信息泄露,敏感信息收集,nodejs,[""],b277864becca8b9eb0e626189a389193,,,,,,,,,
security-center,16.0.0,敏感信息泄露,敏感信息收集,nodejs,["86cl2zbnioordcwj2hdjkmpvfmlc91.oastify.com"],12d558d3f5a47d71b577edd83468982e,,,,,,,,,
security-center,16.0.1,敏感信息泄露,敏感信息收集,nodejs,["9r1a19swa4bkokbvexnssabfo6uxim.oastify.com"],c52f0bededc21d52f0d20c2f8eb115c1,,,,,,,,,
seller-base,5.1.3,敏感信息泄露,敏感信息收集,nodejs,["seller-base.3.dns.evening.pub"],9c592b977a3c26a44a36dfe6566ad930,,,,,,,,,
server_qa_automation,2.0.4,低危信息泄露,投毒试验,nodejs,[""],a1b66e627ee78f91c6f51202514f3c3e,,,,,,,,,
sgn-explorer,3.3.3,敏感信息泄露,敏感信息收集,nodejs,[],c43ea90bf078a0247157113a25f31077,,,,,,,,,
shaikh-test,1.0.0,敏感信息泄露,敏感信息收集,nodejs,["659qq6s3dpfzds59ejdp6v04lvryfn.oastify.com"],7614ae58d987ab16c5238ad2560fd7bc,,,,,,,,,
shaikh-test,1.0.1,敏感信息泄露,敏感信息收集,nodejs,["659qq6s3dpfzds59ejdp6v04lvryfn.oastify.com"],c52868f72f9000ae2ffbfd01116e7ca1,,,,,,,,,
shaikh-test,1.0.2,敏感信息泄露,敏感信息收集,nodejs,["659qq6s3dpfzds59ejdp6v04lvryfn.oastify.com"],68733febff7cc1d65e87bf879558c60d,,,,,,,,,
shaikh-test,1.0.3,敏感信息泄露,敏感信息收集,nodejs,["659qq6s3dpfzds59ejdp6v04lvryfn.oastify.com"],cf18953578f8ede5c2fe0e0f5e7686bb,,,,,,,,,
shaikh-test,1.0.4,敏感信息泄露,敏感信息收集,nodejs,["659qq6s3dpfzds59ejdp6v04lvryfn.oastify.com"],c8d88ffc5affbeffc14b49eb6b99df83,,,,,,,,,
shaikh-test,1.0.5,敏感信息泄露,敏感信息收集,nodejs,["659qq6s3dpfzds59ejdp6v04lvryfn.oastify.com"],38d0f58b723b5b75a79ece595fb1af2a,,,,,,,,,
shaikh-test,1.0.6,敏感信息泄露,敏感信息收集,nodejs,["659qq6s3dpfzds59ejdp6v04lvryfn.oastify.com"],604b3966f3fc09e7b62c6fde64b62703,,,,,,,,,
shaikh-test,1.0.7,敏感信息泄露,敏感信息收集,nodejs,["659qq6s3dpfzds59ejdp6v04lvryfn.oastify.com"],d8788cec0ba2eedc7ea0b37322875d44,,,,,,,,,
shaikh-test,1.0.8,敏感信息泄露,敏感信息收集,nodejs,["659qq6s3dpfzds59ejdp6v04lvryfn.oastify.com"],2ad1228b1f74fb58b71225d8bf90130d,,,,,,,,,
shaikh-test,1.0.9,敏感信息泄露,敏感信息收集,nodejs,["659qq6s3dpfzds59ejdp6v04lvryfn.oastify.com"],01f6ee43177fbdf250081a27c5096ccd,,,,,,,,,
shaikh-test,1.0.10,敏感信息泄露,敏感信息收集,nodejs,["659qq6s3dpfzds59ejdp6v04lvryfn.oastify.com"],77e0ed49981d74fc0c7359fca39e2824,,,,,,,,,
shaikh-test,1.0.11,敏感信息泄露,敏感信息收集,nodejs,["659qq6s3dpfzds59ejdp6v04lvryfn.oastify.com"],5e1d5f47ac881b2ca1f0aa386277c60b,,,,,,,,,
shaikh-test,1.0.12,敏感信息泄露,敏感信息收集,nodejs,["659qq6s3dpfzds59ejdp6v04lvryfn.oastify.com"],1d6c28ba405cb242710debdbe670e0b7,,,,,,,,,
shaikh-test,1.0.13,敏感信息泄露,敏感信息收集,nodejs,["659qq6s3dpfzds59ejdp6v04lvryfn.oastify.com"],a316508659aed111c7b8898196096602,,,,,,,,,
